Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_Per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep,Total_Amount,Profit
03b3eddb-a35f-4209-a616-da2bd1e12f77,3/23/2025,US,7a90fe21-bb43-4cca-9d33-3d52cf53c96a,Whether,Electronics,119.7200012,3,96.77999878,16.22999954,Cash,Senior,Other,New York,Mandy Thompson,342.93,52.59
03b60a3d-61d4-46e8-b2d9-fb08ad55c30d,12/11/2025,US,2cbc1958-2fb6-4b1a-9af7-99b7306b24ec,Environment,Toys,403.8299866,4,356.480011,67.80000305,Credit Card,Senior,Male,Chicago,Jennifer Peters,1547.52,121.6
03d0ac49-4280-44be-b727-aebc6ed24524,3/12/2025,Nigeria,8a9499ea-7f80-47e6-a17e-286666744379,Well,Beauty,233.1900024,4,143.3899994,15.22000027,Credit Card,Senior,Female,Abuja,Tanya Johnston,917.54,343.98
03dce3a3-d1bb-4baa-9f25-3fed69d475c3,1/4/2025,US,ae4dcb0c-8a48-402f-8027-0ebabaa49a4a,Send,Toys,30.73999977,8,26.95000076,4.889999866,Cash,Young,Female,Los Angeles,William Ramos,241.03,25.43
03e7fe63-29bc-4016-b263-d32d2d15946f,10/30/2025,US,8c4a4695-69af-40cc-bd6b-96ef74df2fdd,Remember,Toys,201.8699951,3,173.7799988,28.55999947,Mobile Payment,Senior,Other,Chicago,Jeanette George,577.05,55.71
040d534f-dbf5-44a8-8ad0-e80596e689a9,6/15/2025,India,904dd030-80e5-4a8d-b9b8-9c9112762c2a,Child,Electronics,294.519989,6,231.5299988,16.87999916,Mobile Payment,Senior,Female,Mumbai,Kayla Miller,1750.24,361.06
0421d9c9-8cbc-4646-8bb8-ed773b752aa9,8/28/2025,US,f70c7884-e3fd-4568-a52f-8657f9819d6a,Religious,Clothing,318.5,9,272.269989,24.17000008,Mobile Payment,Adult,Female,Los Angeles,Kerry Martin,2842.33,391.9
042255d0-a5ba-43ac-a5dd-406b0be63b54,10/30/2025,Nigeria,0a36a205-630a-4675-ae37-22dd8a3ef99e,Bring,Toys,389.6099854,3,333.2600098,42.47000122,Cash,Senior,Other,Port Harcourt,Yolanda Cooper,1126.36,126.58
042bdeb9-00c6-445d-b996-4c0bddfe07a7,2/12/2025,Nigeria,61113048-b7cc-4d14-a151-a67895e1e592,Ago,Sports,341.4200134,1,293.4299927,31.17000008,Cash,Adult,Female,Lagos,Daniel Hernandez,310.25,16.82
042c5954-d0dc-4bea-b683-e065b0735672,3/15/2025,India,4c633f2f-4d74-47f1-a4f5-6fd0be34c78d,Mean,Sports,389.3099976,2,244.9400024,68.08999634,Mobile Payment,Adult,Female,Bangalore,Andrew Foster,710.53,220.65
043e95a9-4fc5-4d6c-b27a-2dd36e3fcbe6,10/9/2025,China,2aee9ce3-770a-42c8-91b8-4d569fa929cd,Eye,Beauty,395.5299988,6,330.2999878,21.73999977,Mobile Payment,Adult,Female,Shanghai,Andrew Smith,2351.44,369.64
044445fa-5c4f-4aba-ad8b-eb426a0fcbcc,3/12/2025,UK,ce7a7e9e-4866-4009-8f20-b6daa0be5d2c,Point,Home & Kitchen,400.9599915,3,307.9599915,51.27999878,Mobile Payment,Adult,Male,Birmingham,Jennifer Mcknight,1151.6,227.72
04564b17-c3af-4f9a-86e6-b124a53fce3f,11/20/2025,UK,efbaf2a4-0cc6-45e7-be09-e74e51dce6f6,Article,Electronics,169.5099945,9,117.5199966,14.06999969,Mobile Payment,Adult,Female,Birmingham,Tammy Schroeder,1511.52,453.84
0474d88a-b2e5-4f78-8e85-b202c3e51d22,5/17/2025,US,4f00b000-9881-453f-93eb-00a79e2c7dc7,Let,Beauty,311.8599854,2,273.5899963,61.45000076,Cash,Young,Female,Chicago,Brandon Floyd,562.27,15.09
04897a2a-ac1f-420f-a0be-16859cc086a7,3/3/2025,UK,9577154e-160e-4cee-860c-3c1076fb9c87,Same,Electronics,207.1699982,7,124.9300003,36.97000122,Cash,Young,Male,Birmingham,Ryan Huerta,1413.22,538.71
04908302-91f7-4076-9eb6-25f0971cc433,11/6/2025,Nigeria,810d1314-7c76-4300-9c60-544682b50520,Least,Beauty,276.25,9,178.75,40.5,Mobile Payment,Adult,Male,Port Harcourt,Joseph Morris,2445.75,837
04fb3d97-ec56-418e-ab6e-15097928583b,12/1/2025,India,07d58b7c-ae81-4446-8ef7-827022e7224e,Spring,Toys,418.6199951,1,312.730011,10.11999989,Mobile Payment,Senior,Female,Delhi,Donald Finley,408.5,95.77
05188dab-125e-4fc2-bf2a-f41894f470ca,3/3/2025,Canada,936431b3-21fd-43df-83c9-b7186cc44eea,Like,Clothing,67.09999847,6,57.13999939,12.88000011,Cash,Senior,Male,Vancouver,Madison Perez,389.72,46.88
0546763f-66e5-464e-91d2-63f2e79cd3f9,3/3/2025,US,d6cef514-2522-4c32-b2a0-0af82b7d92af,Every,Electronics,226.1300049,2,169.9499969,40.99000168,Mobile Payment,Adult,Male,New York,Robert Reynolds,411.27,71.37
05580530-c97b-4a6b-90d2-67547177d094,8/17/2025,UK,b7aeaf3e-eb08-4d8c-81f8-6e56e1d14ca4,Color,Clothing,360.6700134,7,282.8200073,55.81999969,Credit Card,Adult,Other,London,Carol Macias,2468.87,489.13
058042c7-d692-4370-95c3-3f7cbb6f943d,1/20/2025,UK,5397a77c-f144-4977-aa7c-b105046aa10d,House,Toys,460.6300049,1,334.25,85.73000336,Mobile Payment,Adult,Male,Manchester,Julie Lee,374.9,40.65
0585e12c-1677-4ede-8010-3a71b6f4a67b,5/14/2025,Canada,81fa4941-38bb-438b-8c0f-1d99adda7afe,Experience,Toys,112.0999985,7,89.62999725,0.769999981,Mobile Payment,Adult,Other,Vancouver,Maria Brown,783.93,156.52
059186ce-adc1-45d0-839e-8e4dc760520b,12/13/2025,Canada,e47e8f2a-1526-4d15-bae0-f54ac9703e84,Concern,Electronics,483.9700012,6,404.25,77.58999634,Mobile Payment,Young,Male,Toronto,Benjamin Graham,2826.23,400.73
059460bb-8305-4cf2-a410-3942755758d7,1/9/2025,UK,63393840-110f-4332-967d-ca7ccd45df57,Better,Toys,203.8800049,6,157.1100006,27.27000046,Cash,Young,Male,Manchester,Stephanie Rodriguez,1196.01,253.35
05a14f9c-5955-4782-97a8-eeda8608568a,8/18/2025,US,7be39367-8486-410e-8abc-55745a0a64c7,Address,Home & Kitchen,125.5400009,2,105.25,4.440000057,Cash,Adult,Other,Los Angeles,Kaitlyn George,246.64,36.14
05b654bd-34a8-4b88-a697-f2bcfadd118e,3/1/2025,India,cd830908-f2ea-4c75-8732-7505e937d4c3,Under,Sports,358.1499939,3,270.1199951,3.789999962,Credit Card,Adult,Male,Mumbai,Catherine Parker,1070.66,260.3
05e40527-38da-4fe8-89d5-b312c5d72b7c,8/17/2025,China,671be5fa-cfd7-43eb-aefd-37d057631636,Citizen,Home & Kitchen,50.02999878,8,44.88999939,3.619999886,Credit Card,Adult,Female,Shanghai,Michael Reynolds,396.62,37.5
05f77130-bb08-4541-9878-a25c7b53f71a,9/7/2025,China,0697da7d-511a-47b5-aab4-e34eaf58d740,Four,Toys,271.0700073,4,224.1799927,19.20999908,Credit Card,Adult,Other,Guangzhou,Karen Walton,1065.07,168.35
05f7fa3b-8b6e-4b74-87ab-c093cd94cd6c,12/14/2025,Canada,ddbeb11d-e70a-4f70-9acc-970102eef3df,Sometimes,Toys,335.8599854,9,207.1399994,26.10000038,Credit Card,Senior,Other,Montreal,Bianca Taylor,2996.64,1132.38
0615bf76-d447-4afd-b8a5-5c19a9b31d7f,2/3/2025,UK,6e881cbe-9855-4b90-81a4-4fd448a6fe85,Indicate,Toys,415.75,5,274.2999878,6.090000153,Credit Card,Adult,Male,Manchester,Steven Davis,2072.66,701.16
06167635-1d0f-4ed9-964a-862a55ef033f,2/2/2025,US,405670e3-2427-495a-a163-c6e8c23c1053,Then,Sports,65.80999756,4,54.47999954,4.190000057,Cash,Adult,Other,Los Angeles,Andrew Patel,259.05,41.13
061a71fa-c40b-4ca2-8409-557a81792d36,3/12/2025,UK,5425eb90-b7c3-47ea-a629-3ccfad8bfcf0,Later,Home & Kitchen,211.4700012,2,166.3399963,28.13999939,Cash,Young,Male,Birmingham,Catherine Schultz,394.8,62.12
061f89e3-ecb1-4303-b17a-f7eac77fb1b3,7/7/2025,Canada,74435c5b-8320-4254-8ac1-a168e3c6568f,Never,Home & Kitchen,406.4100037,9,331.3699951,36.38999939,Credit Card,Senior,Female,Montreal,Cesar Avery,3621.3,638.97
06550a4a-a1fb-420f-99e6-3290e88edf7c,8/18/2025,Nigeria,34d3dc8c-1836-4668-9c87-8f9e5ab5ab6d,Represent,Clothing,68.34999847,2,49.40000153,7.75,Credit Card,Adult,Other,Lagos,Jessica Davis,128.95,30.15
0659132b-599f-4a12-aeb5-6f966bdc5d2e,9/19/2025,US,b88ce5bf-bb39-4983-b2d2-a3af0b1f40e2,Now,Clothing,27.70000076,7,23.79999924,5.179999828,Credit Card,Senior,Male,Chicago,Brian Crawford,188.72,22.12
069010a7-a13e-4b58-ae55-03fc97632d60,5/25/2025,India,2e8a534b-54ab-4ce9-9bee-aec118ed48c7,Risk,Sports,272.7600098,7,208.0599976,21.37000084,Mobile Payment,Adult,Female,Mumbai,Kelly Moore,1887.95,431.53
06cece55-2ecc-496d-9091-9a4a895dbd8b,3/23/2025,China,440940b9-6e71-4a0d-a9d3-d2d2aa758792,Ahead,Electronics,128.1000061,3,110.9199982,9.800000191,Cash,Senior,Other,Beijing,Jeanette Mason,374.5,41.74
06e574b7-7eb8-412b-b879-cdbbd7c63f86,4/4/2025,UK,a71cd802-177c-418b-a07b-b241ee453e0b,Do,Beauty,211.1699982,9,188.1199951,8.359999657,Credit Card,Young,Female,Birmingham,Brianna Bentley,1892.17,199.09
071189ff-5185-4431-a435-c4dd71a998dd,12/13/2025,Canada,e6c90f5c-dfc5-43d6-9f43-5cda051a3f4d,Change,Clothing,196.0200043,10,146.0899963,16.64999962,Cash,Senior,Female,Toronto,Dominique Christensen,1943.55,482.65
071b6cd8-ebc4-4832-b9a4-da75b455d7df,9/1/2025,Nigeria,3496ecb6-406a-47a8-bcce-25e6114d244f,Job,Beauty,297.5100098,5,199.6399994,5.789999962,Cash,Young,Other,Abuja,Amy Jensen,1481.76,483.56
0725795d-c42d-43f0-aabe-864edd4c420b,10/13/2025,Nigeria,0d20362a-17ad-452c-a2b4-f6d6a64690f8,Rock,Clothing,194.8000031,1,134.9700012,30.61000061,Credit Card,Adult,Male,Lagos,Pamela Smith,164.19,29.22
0736e28d-e6ce-4243-975d-3e9f9fdf75b2,1/23/2025,UK,4bd55113-46d6-423d-892b-0559adabce2d,A,Sports,337.1199951,8,248.1799927,8.390000343,Cash,Adult,Other,Manchester,Roy Thomas,2688.57,703.13
0745dbc1-7856-4a66-bdb2-6075f9d81858,4/4/2025,Nigeria,f9687989-79f2-4b59-aac4-50c9470553d3,Well,Clothing,243.2899933,1,167.7200012,44.66999817,Mobile Payment,Senior,Male,Port Harcourt,Michele Reyes,198.62,30.9
07a98812-91d2-4ea3-8259-073604f94a35,12/8/2025,Nigeria,bb770388-a068-4b1d-b6ef-cc8fd0d4a6f7,Everybody,Toys,271.6600037,6,207.2100067,42.18000031,Cash,Young,Female,Port Harcourt,Gregg Beasley,1587.78,344.52
07bea838-65b8-47b9-b10c-ba9c1f0cc037,10/9/2025,US,1080792e-a1ad-458e-9a12-013e8fb03fae,Finish,Sports,112.5599976,1,91.36000061,0.310000002,Cash,Young,Male,New York,Michele Hughes,112.25,20.89
07c8898c-c969-4524-9adc-b10eaa5a8240,12/21/2025,UK,539661d9-6a48-4dbc-89a2-a636b4409896,Father,Beauty,420.1400146,5,269.3999939,40.72999954,Credit Card,Adult,Male,London,Mr. Christopher Nguyen Jr.,2059.97,712.97
07d5e27b-0bf1-4e17-be85-667d88f94974,1/14/2025,India,dd71f875-14cb-41ff-8a2c-865df9d8e68b,History,Clothing,150.3699951,7,94.73999786,27.79000092,Credit Card,Adult,Other,Mumbai,Robert Lowe,1024.8,361.62
07dbe664-fb62-491a-92bc-ce06c6fc0fae,9/29/2025,Nigeria,d3c5d63d-a858-45ac-9cf2-622c1d00e9fc,That,Sports,482.8099976,5,388,89.84999847,Cash,Young,Other,Lagos,Garrett Robinson,2324.2,384.2
07df4deb-f526-47a7-90ed-b08221c5e9cc,1/26/2025,Canada,307398e1-a80b-48e0-9588-325531c88549,Trip,Sports,198.2599945,10,148.6000061,4.5,Mobile Payment,Young,Male,Toronto,Kelly Duran,1978.1,492.1
07ea4c12-c9f6-4400-a206-dd563ae72f86,4/4/2025,India,6fa48900-6159-4186-a268-4b44d787f91b,Friend,Home & Kitchen,482.5799866,9,351.75,94.04000092,Mobile Payment,Senior,Male,Mumbai,Stephanie Lynch,4249.18,1083.43
07f05532-9e83-4541-95dd-e53d823e4d8c,10/11/2025,US,71a53f28-7167-4582-b737-a26e09309804,Let,Toys,306.9100037,9,242.1199951,12.38000011,Mobile Payment,Senior,Female,Chicago,Katie Moore,2749.81,570.73
07f2ede7-d589-4113-a53f-774a2cc72c29,6/15/2025,India,34d850ee-ad0d-4979-b986-d613686aabc6,Present,Sports,363.1099854,3,299.1300049,70.34999847,Credit Card,Senior,Other,Bangalore,Kristin Werner,1018.98,121.59
07f7c97c-dd2b-40ff-b6dd-11cfaaf1f87a,9/7/2025,UK,04e035d7-1491-453f-ad3f-67b7f4563f3a,Matter,Toys,191.0200043,3,171.2799988,35.99000168,Credit Card,Adult,Female,London,Kaitlyn Price,537.07,23.23
0832304c-e62c-4d16-9d14-7b6c6fea0558,6/6/2025,India,d11d5430-0410-44a9-b1ed-5da611dacaf5,Public,Toys,452.0599976,1,304.0299988,41.83000183,Mobile Payment,Senior,Female,Delhi,David Fry,410.23,106.2
084b8496-bcbd-471a-b9fb-05f9fe4a6833,12/20/2025,US,c9de707b-0d5f-4cde-923e-e891b3f6e47a,Mean,Clothing,167.8300018,10,109.0299988,6.369999886,Credit Card,Young,Male,New York,Elizabeth Murray,1671.93,581.63
08559bbd-f022-4320-9400-a4a6bf501cb7,9/8/2025,Nigeria,0bb9a89e-2cd9-48cf-852b-fd6e6e692db2,Decade,Electronics,488.2600098,4,363.4299927,2.930000067,Mobile Payment,Adult,Female,Port Harcourt,Bradley Howard,1950.11,496.39
089573bb-cf66-4dd9-8be7-a383ebbd9440,9/19/2025,China,9877d5eb-abd6-4cc0-87c5-d4a73413f5f9,Job,Home & Kitchen,441.8500061,4,286.75,24.23999977,Mobile Payment,Senior,Female,Beijing,William Evans,1743.16,596.16
08a65bcd-aede-4416-9603-9ba5c529d64e,3/3/2025,China,33c53f98-51a7-4ccb-96e0-c81f48670133,Day,Electronics,483.1099854,5,391.1700134,18.32999992,Credit Card,Young,Male,Beijing,Juan Mccall,2397.22,441.37
08b3bd12-225b-4df5-9092-b396dd88eda9,8/17/2025,Nigeria,536e90fa-58a8-4332-828a-95111bf4a616,Develop,Home & Kitchen,395.8299866,7,323.1199951,67.55000305,Mobile Payment,Adult,Other,Port Harcourt,Tara Baker,2703.26,441.42
08cbbac0-0162-4aca-b7b3-2c87789b4d3c,11/6/2025,Nigeria,5701b623-9205-4754-9a1c-d91bf732e0a1,Class,Home & Kitchen,209.1300049,5,151.6100006,2.559999943,Cash,Adult,Female,Abuja,Thomas Taylor,1043.09,285.04
08d7e429-8a36-4c72-9867-03bfbf2a81c3,12/11/2025,China,ac994121-9b5b-43cb-a835-f7b2e014a4cf,Rate,Sports,278.8999939,3,198.8200073,6.28000021,Credit Card,Senior,Female,Shanghai,Scott Gonzalez,830.42,233.96
08e6b8aa-ec05-4c94-b477-ca761eedaedb,3/23/2025,UK,3461d992-546d-4fbb-bb23-6127e52e5148,It,Clothing,14.64000034,5,11.35000038,2.75999999,Mobile Payment,Adult,Female,London,Mark Torres,70.44,13.69
08edb605-6636-43a9-9eec-a2940c0deeb7,3/12/2025,UK,44f27b1d-1f51-4b25-9536-73964c829bea,Use,Toys,88.33000183,9,63.27999878,9.079999924,Cash,Adult,Male,Manchester,Anthony Galvan,785.89,216.37
0902b3ab-f45a-4e53-bb75-aaf115e689ee,5/25/2025,China,85783671-483a-407d-8eec-4874186f27e2,Even,Clothing,13.80000019,7,10.47999954,0.569999993,Mobile Payment,Senior,Male,Shanghai,Brandi Taylor,96.03,22.67
09101008-35ec-4b03-b148-1ca70fa0172a,8/6/2025,Canada,a3872d67-5d17-4e09-bb23-ccf328c849e3,Happen,Electronics,263.5599976,1,210.4299927,14.11999989,Credit Card,Young,Female,Vancouver,Linda Rodriguez,249.44,39.01
0919b35a-6bdd-4654-a4ae-4a1ad40c8023,2/12/2025,Nigeria,dbe2656e-9aa0-4f32-be8a-9a6e8f6f281e,People,Toys,87.43000031,1,70.83000183,7.829999924,Cash,Adult,Female,Abuja,Daniel Hickman,79.6,8.77
091d42f6-4726-4a49-8a8a-50d65f981856,11/20/2025,China,3b148616-76a6-4021-801f-5b2a20874e30,Pretty,Home & Kitchen,298.2099915,8,204.8699951,10.18999958,Mobile Payment,Young,Male,Shanghai,Matthew Walker,2375.49,736.53
0923636c-2563-458a-8f51-6f36cffb0bc8,8/9/2025,Nigeria,a5e03716-aebc-4465-bc5a-5f53ff384d9b,Thought,Beauty,91.47000122,4,79.08999634,17.54999924,Mobile Payment,Adult,Other,Abuja,Joseph Bradshaw,348.33,31.97
0925e3e5-3d2b-482f-a112-f81084e1faef,12/31/2025,India,7ac4d1ae-d532-4743-996d-1213a8b25606,Evening,Home & Kitchen,47.65999985,8,39.61999893,3.670000076,Credit Card,Adult,Female,Delhi,Stanley Aguilar,377.61,60.65
09589c1e-f47b-4376-9baa-a529143d9972,4/4/2025,India,1f02843b-3c3a-46e5-ba57-fa1c77b2c30d,Tax,Sports,415.3399963,6,331.2600098,52.27999878,Mobile Payment,Adult,Other,Bangalore,Isaac Sexton,2439.76,452.2
0964d697-9e94-42b7-8f34-1ef9f28a3718,1/26/2025,UK,e2370bae-7a0a-4f49-bad7-5befeb364d2f,Lead,Toys,287.4299927,3,226.8500061,8.010000229,Credit Card,Adult,Male,Manchester,John Hogan,854.28,173.73
